id,cue,reporter,age_group,text_kw,author,label
2426,woman + heart races when she thinks about the birth,Self,Umuntu mukuru,Umutima urihuta cyane iyo ntekereje kubyara.,,ROUTINE
2427,man + cannot concentrate since the accident,Self,Umuntu mukuru,Sinshobora kwibanda ku kintu kuva nagira impanuka.,,ROUTINE
2428,old man + says life has no purpose now,Self,Umusaza/Umukecuru,Numva ubuzima nta cyo bukimariye.,,URGENT
2429,child + wets himself at school from fear,Carer,Umwana,Umwana yihagarika mu ishuri kubera ubwoba.,,ROUTINE
2430,woman + cannot go to the market because of fear,Self,Umuntu mukuru,Sinshobora kujya ku isoko kubera ubwoba.,,ROUTINE
2431,man + drinks to be able to sleep,Self,Umuntu mukuru,Nnywa inzoga kugira ngo nshobore gusinzira.,,ROUTINE
2432,old woman + cries every day since her sister died,Self,Umusaza/Umukecuru,Ndira buri munsi kuva mushiki wanjye yapfa.,,ROUTINE
2433,child + hits other children at school,Carer,Umwana,Umwana akubita abandi bana ku ishuri.,,ROUTINE
2434,woman + feels nothing for the new baby,Self,Umuntu mukuru,Numva nta byiyumvo mfitiye umwana wanjye mushya.,,ROUTINE
2435,man + hears a voice telling him to leave,Self,Ingimbi/Umwangavu,Numva ijwi rimbarira ngo ngende.,,URGENT
2436,old man + will not eat because of what he believes,Carer,Umusaza/Umukecuru,Umusaza yanga kurya kubera ibyo yemera.,,URGENT
2437,child + has stopped playing with friends,Carer,Ingimbi/Umwangavu,Umwana yahagaritse gukina n’inshuti ze.,,ROUTINE
2438,woman + feels her heart will stop at night,Self,Umuntu mukuru,Nijoro numva umutima wanjye ugiye guhagarara.,,ROUTINE
2439,man + cannot remember the last time he felt well,Self,Umuntu mukuru,Sinibuka igihe mperuka kumva meze neza.,,ROUTINE
2440,old woman + afraid to sleep alone since the burglary,Self,Umusaza/Umukecuru,Ndatinya kuryama jyenyine kuva bamennye inzu yanjye bakanyiba.,,ROUTINE
2441,asks whether the child's behaviour is an illness,Carer,Umwana,Ndashaka kumenya niba imyitwarire y’umwana ari uburwayi.,,ROUTINE
2442,woman + cannot stop checking the baby breathes,Self,Umuntu mukuru,Sinshobora guhagarika kugenzura ko umwana ahumeka.,,ROUTINE
2443,man + says he has been cursed,Self,Umuntu mukuru,Numva naravumwe.,,ROUTINE
2444,old man + walks at night and does not remember,Carer,Umusaza/Umukecuru,Umusaza agenda nijoro kandi nyuma ntabyibuke.,,ROUTINE
2445,child + will not speak at school but speaks at home,Carer,Umwana,Umwana ntavuga ku ishuri ariko akavuga neza mu rugo.,,ROUTINE
2446,woman + wants to know if sadness can make her sick,Self,Umuntu mukuru,Ndashaka kumenya niba agahinda gashobora kuntera uburwayi.,,ROUTINE
2447,man + cannot work since the family died,Self,Umuntu mukuru,Sinshobora gukora kuva umuryango wanjye upfuye.,,ROUTINE
2448,old woman + refuses to take tablets from anyone,Carer,Umusaza/Umukecuru,Umukecuru yanga gufata ibinini ahawe n’umuntu uwo ari we wese.,,ROUTINE
2449,child + says the pain is everywhere and nowhere,Carer,Umwana,Umwana avuga ko ababaza ahantu hose ariko ntamenye aho bimubabaza.,,ROUTINE
2450,woman + brought by a friend + would not have come alone,Carer,Umuntu mukuru,Yazanywe n’inshuti kandi ntiyari kuza wenyine.,,CANNOT CLASSIFY
2451,man + wound on the hand from a fish,Self,Umuntu mukuru,Mfite igisebe ku kuboko nakomerekejwe n’ifi.,,URGENT
2452,child + swelling after playing near a beehive,Carer,Umwana,Umwana yabyimbye nyuma yo gukinira hafi y’icyari cy’inzuki.,,URGENT
2453,woman + pain in the belly after eating cassava leaves,Self,Umuntu mukuru,Ndababara mu nda nyuma yo kurya amababi y’imyumbati.,,URGENT
2454,old man + coughing since the neighbours burnt rubbish,Self,Umusaza/Umukecuru,Ndakorora kuva abaturanyi batwika imyanda.,,ROUTINE
2455,man + a wound from a nail in a plank,Self,Umuntu mukuru,Mfite igisebe natewe n’umusumari wari mu rubaho.,,URGENT
2456,pregnant + fell from a moto while pillion,Self,Umuntu mukuru,Ndatwite kandi naguye kuri moto nari ntwaye inyuma.,,CRITICAL
2457,child + burnt hand on a lamp glass,Carer,Umwana,Umwana yatwitse ukuboko ku kirahure cy’itara.,,URGENT
2458,woman + sick after eating meat from a ceremony,Self,Umuntu mukuru,Narwaye nyuma yo kurya inyama zo mu birori.,,CANNOT CLASSIFY
2459,old woman + swelling after a long church service standing,Self,Umusaza/Umukecuru,Amaguru yarabyimbye nyuma yo guhagarara igihe kirekire mu rusengero.,,ROUTINE
2460,man + injured moving a cow,Self,Umuntu mukuru,Nakomeretse ubwo nageragezaga kwimura inka.,,CANNOT CLASSIFY
2461,baby + rolled off the bed,Carer,Impinja,Uruhinja rwarakubise rugwa ku buriri.,,URGENT
2462,child + hit in the eye by a football,Carer,Umwana,Umwana yakubiswe umupira mu jisho.,,URGENT
2463,woman + burned by a pressure cooker,Self,Umuntu mukuru,Natwitswe n’icyuma gitekerwamo gifite pressure.,,URGENT
2464,old man + fell from a stool changing a bulb,Carer,Umusaza/Umukecuru,Umusaza yaguye ku ntebe ubwo yahinduraga itara.,,URGENT
2465,man + hand caught in a door of a bus,Self,Umuntu mukuru,Ukuboko kwanjye kwafashwe n’umuryango wa bisi.,,URGENT
2466,child + drank from a bottle of paraffin,Carer,Umwana,Umwana yanyweye paraffine yari mu icupa.,,CRITICAL
2467,woman + slipped on a wet market floor,Self,Umuntu mukuru,Nanyereye hasi hatose ku isoko.,,CANNOT CLASSIFY
2468,pregnant + hit in the belly during a quarrel,Self,Umuntu mukuru,Ndatwite kandi nakubiswe mu nda mu gihe cy’amakimbirane.,,CRITICAL
2469,old woman + fell in the latrine at night,Carer,Umusaza/Umukecuru,Umukecuru yaguye mu musarani nijoro.,,URGENT
2470,man + injured by a falling branch during a storm,Self,Umuntu mukuru,Nakomeretse n’ishami ry’igiti ryaguye mu gihe cy’umuyaga.,,URGENT
2471,child + cut by a razor blade left out,Carer,Umwana,Umwana yacitse n’urwembe rwasigaye hanze.,,URGENT
2472,woman + burned by a hot iron,Self,Umuntu mukuru,Natwitswe n’icyuma gishyushye cyo guterera imyenda.,,URGENT
2473,man + injured while separating fighting men,Self,Umuntu mukuru,Nakomeretse ubwo natandukanyaga abantu barwanaga.,,CANNOT CLASSIFY
2474,baby + scalded by tea knocked over,Carer,Impinja,Uruhinja rwatwitswe n’icyayi cyamenetse.,,URGENT
2475,old man + fell from a bicycle carrying goods,Carer,Umusaza/Umukecuru,Umusaza yaguye ku igare ubwo yari atwaye ibintu.,,URGENT
2476,child + finger caught in a grinding machine,Carer,Umwana,Urutoki rw’umwana rwafashwe n’imashini isya.,,CRITICAL
2477,woman + fell while pregnant carrying firewood,Self,Umuntu mukuru,Ndatwite kandi naguye ntwaye inkwi.,,URGENT
2478,man + injured by a flying stone from a slasher,Self,Umuntu mukuru,Nakomeretse n’ibuye ryagurutse riturutse ku mashini icagagura ibyatsi.,,URGENT
2479,old woman + burnt while warming herself by the fire,Carer,Umusaza/Umukecuru,Umukecuru yatwitswe ubwo yari yicaye hafi y’umuriro yishyushya.,,URGENT
2480,child + injured by a swinging gate,Carer,Umwana,Umwana yakomerekejwe n’umuryango wari urimo kunyeganyega.,,URGENT
2481,man + came about the wound + also has not eaten,Self,Umuntu mukuru,Naje kubera igisebe kandi maze igihe ntarya.,,ROUTINE
2482,woman + came about the cough + also has a lump,Self,Umuntu mukuru,Naje kubera inkorora kandi mfite n’akabyimba.,,ROUTINE
2483,child + came for a form + also has a rash,Carer,Ingimbi/Umwangavu,Naje n’umwana gufata urupapuro kandi afite n’utubyimba ku ruhu.,,ROUTINE
2484,old man + came for tablets + also fell twice,Self,Umusaza/Umukecuru,Naje gufata imiti kandi maze kugwa kabiri.,,URGENT
2485,woman + came for the baby + also has pain passing urine,Carer,Impinja,Naje kubera umwana kandi nanjye ndababara iyo nsiwemo inkari.,,ROUTINE
2486,man + came about the eye + also has chest pain walking,Self,Umusaza/Umukecuru,Naje kubera ijisho kandi ndababara mu gatuza iyo ngenda.,,URGENT
2487,child + came about the ear + also has not grown,Carer,Umwana,Naje kubera ugutwi k’umwana kandi ntakomeza gukura neza.,,ROUTINE
2488,woman + came for family planning + also has bleeding,Self,Umuntu mukuru,Naje kuboneza urubyaro kandi nanjye ndava amaraso.,,ROUTINE
2489,old woman + came about the knee + also cannot see well,Self,Umusaza/Umukecuru,Naje kubera ivi kandi sinshobora kubona neza.,,ROUTINE
2490,man + came about a headache + also drinks daily,Self,Umuntu mukuru,Naje kubera umutwe kandi nanywaga inzoga buri munsi.,,ROUTINE
2491,woman + came about the skin + also has night sweats,Self,Umuntu mukuru,Naje kubera ikibazo cy’uruhu kandi nijoro ndabira ibyuya.,,ROUTINE
2492,child + came for vaccination + also coughs at night,Carer,Impinja,Naje n’umwana kumuhereza urukingo kandi nijoro arakorora.,,ROUTINE
2493,old man + came for the results + also cannot sleep,Self,Umusaza/Umukecuru,Naje kureba ibisubizo kandi sinshobora gusinzira.,,ROUTINE
2494,woman + came about the back + also is pregnant,Self,Umuntu mukuru,Naje kubera umugongo kandi ndatwite.,,ROUTINE
2495,man + came about the foot + also has been thirsty,Self,Umuntu mukuru,Naje kubera ikirenge kandi maze igihe ngira inyota nyinshi.,,ROUTINE
2496,child + came for a check + also wets the bed,Carer,Umwana,Naje n’umwana kumusuzumisha kandi aracyihagarika mu buriri.,,ROUTINE
2497,woman + came about a tooth + also has a swelling in the neck,Self,Umuntu mukuru,Naje kubera iryinyo kandi mfite n’akabyimba ku ijosi.,,ROUTINE
2498,old woman + came for the dressing + also is confused at times,Carer,Umusaza/Umukecuru,Naje n’umukecuru guhindurirwa igipfuko kandi rimwe na rimwe ajijwa.,,ROUTINE
2499,man + came about the throat + also has lost weight,Self,Umuntu mukuru,Naje kubera umuhogo kandi maze gutakaza ibiro.,,ROUTINE
2500,woman + came about the child + also is afraid at home,Carer,Umwana,Naje kubera umwana kandi nanjye ntinya kuba mu rugo.,,CANNOT CLASSIFY
2501,asks whether he can take the tablets with beer,Self,Umuntu mukuru,Ndashaka kumenya niba nshobora gufata ibinini nywa n’inzoga.,,ROUTINE
2502,woman + asks whether the injection will stop her periods,Self,Umuntu mukuru,Ndashaka kumenya niba urushinge ruzatuma imihango ihagarara.,,ROUTINE
2503,man + asks whether the illness came from witchcraft,Self,Umuntu mukuru,Ndashaka kumenya niba ubu burwayi bwaratewe n’uburozi.,,ROUTINE
2504,old woman + asks whether she can stop eating salt entirely,Self,Umusaza/Umukecuru,Ndashaka kumenya niba nakureka burundu kurya umunyu.,,ROUTINE
2505,child + parent asks whether the cough will go alone,Carer,Umwana,Ndashaka kumenya niba inkorora y’umwana izashira yonyine.,,ROUTINE
2506,woman + asks whether the baby will be affected,Self,Umuntu mukuru,Ndashaka kumenya niba umwana azagirwaho ingaruka.,,ROUTINE
2507,man + asks whether he should tell his wife,Self,Umuntu mukuru,Ndashaka kumenya niba nkwiye kubibwira umugore wanjye.,,ROUTINE
2508,old man + asks whether he can drink the herbs too,Self,Umusaza/Umukecuru,Ndashaka kumenya niba nanjye nshobora kunywa iyo miti y’ibyatsi.,,ROUTINE
2509,woman + asks whether she can go to work tomorrow,Self,Umuntu mukuru,Ndashaka kumenya niba ejo nshobora kujya ku kazi.,,ROUTINE
2510,child + parent asks whether school should be told,Carer,Umwana,Ndashaka kumenya niba ishuri rigomba kubimenyeshwa.,,ROUTINE
2511,man + asks whether the wound will need another visit,Self,Umuntu mukuru,Ndashaka kumenya niba nzongera kugaruka kubera iki gisebe.,,ROUTINE
2512,woman + asks whether she should stop breastfeeding,Self,Umuntu mukuru,Ndashaka kumenya niba nkwiye guhagarika konsa.,,ROUTINE
2513,old woman + asks whether the pain means the cancer is back,Self,Umusaza/Umukecuru,Ndashaka kumenya niba ubu bubabare busobanura ko kanseri yagarutse.,,ROUTINE
2514,man + asks whether he can lift again after a month,Self,Umuntu mukuru,Ndashaka kumenya niba nyuma y’ukwezi nshobora kongera guterura ibintu.,,ROUTINE
2515,woman + asks how to know if the baby is in danger,Self,Umuntu mukuru,Ndashaka kumenya uko namenya ko umwana ari mu kaga.,,ROUTINE
2516,child + parent asks whether the fits will stop with age,Carer,Umwana,Ndashaka kumenya niba ibinya by’umwana bizashira uko azakura.,,ROUTINE
2517,old man + asks whether he should go to the district hospital,Self,Umusaza/Umukecuru,Ndashaka kumenya niba nkwiye kujya ku bitaro by’akarere.,,ROUTINE
2518,woman + asks whether her daughter should be tested,Carer,Ingimbi/Umwangavu,Ndashaka kumenya niba umukobwa wanjye agomba gukorerwa ikizamini.,,ROUTINE
2519,man + asks whether the swelling will come back,Self,Umuntu mukuru,Ndashaka kumenya niba akabyimba kazongera kugaruka.,,ROUTINE
2520,woman + asks whether the treatment can be given at night,Self,Umuntu mukuru,Ndashaka kumenya niba ubuvuzi bushobora gukorwa nijoro.,,ROUTINE
2521,pain in the chest + relieved by sitting up + returns lying,Self,Umusaza/Umukecuru,"Ndababara mu gatuza ariko bikagabanuka iyo nicaye, nkongera kubabara iyo ndyamye.",,URGENT
2522,child + fever + refuses to move the arm,Carer,Umwana,Umwana afite umuriro kandi yanga gukoresha ukuboko.,,URGENT
2523,woman + severe pain + stopped suddenly on its own,Self,Umuntu mukuru,Nagiraga ububabare bukomeye ariko bwahise buhagarara bwonyine.,,CANNOT CLASSIFY
2524,man + cough + blood only once but frightening,Self,Umuntu mukuru,Ndakorora kandi nasohoye amaraso rimwe gusa ariko byarantinyishije.,,URGENT
2525,old woman + fell + cannot say how long she lay there,Carer,Umusaza/Umukecuru,Umukecuru yaraguye ariko ntashobora kuvuga igihe yamaze aryamye hasi.,,URGENT
2526,baby + fever + has been given herbs already,Carer,Impinja,Uruhinja rufite umuriro kandi rumaze guhabwa imiti y’ibyatsi.,,URGENT
2527,child + swelling of the whole leg after an injection,Carer,Umwana,Ukuguru k’umwana kwose kwarabyimbye nyuma yo guhabwa urushinge.,,URGENT
2528,pregnant + strong pain then nothing for an hour,Self,Umuntu mukuru,"Ndatwite, nagize ububabare bukomeye hanyuma hashira isaha nta kindi numva.",,URGENT
2529,man + wound + tetanus injection refused earlier,Self,Umuntu mukuru,Mfite igisebe kandi mbere nari naranze guhabwa urushinge rwa tetanusi.,,URGENT
2530,woman + bleeding + says it is normal for her,Self,Umuntu mukuru,Ndava amaraso ariko njye numva ko ari ibintu bisanzwe kuri njye.,,CANNOT CLASSIFY
2531,old man + chest pain + says it is only the stomach,Self,Umusaza/Umukecuru,Ndababara mu gatuza ariko numva ari inda gusa.,,URGENT
2532,child + fever + third different clinic this week,Carer,Umwana,Umwana afite umuriro kandi iyi ni ivuriro rya gatatu ajeho muri iki cyumweru.,,URGENT
2533,woman + pain + has taken six different tablets,Self,Umuntu mukuru,Ndababara kandi maze gufata ubwoko butandatu bw’ibinini.,,ROUTINE
2534,man + wound + came only because he could not work,Self,Umuntu mukuru,Mfite igisebe kandi naje gusa kubera ko ntashoboraga gukora akazi.,,URGENT
2535,old woman + weakness + family says she is just old,Carer,Umusaza/Umukecuru,Umukecuru yaracitse intege ariko umuryango uvuga ko ari ubusaza gusa.,,URGENT
2536,baby + not feeding + mother says he is lazy,Carer,Impinja,Uruhinja ntironsa kandi nyina avuga ko ari ubunebwe.,,URGENT
2537,child + limp + parents say he is pretending,Carer,Umwana,Umwana aragenda ananirwa gukandagira neza ariko ababyeyi bavuga ko ari ukwiyitirira.,,URGENT
2538,pregnant + fever + refused admission last time,Self,Umuntu mukuru,Ndatwite mfite umuriro kandi ubushize nari naranze kurwarira kwa muganga.,,URGENT
2539,man + swelling + treated by three healers first,Self,Umuntu mukuru,Mfite kubyimba kandi nabanje kuvurwa n’abavuzi gakondo batatu.,,ROUTINE
2540,woman + pain + says it is only stress,Self,Umuntu mukuru,Ndababara ariko numva ari stress gusa.,,ROUTINE
2541,old man + cough + says everyone in the village has it,Self,Umusaza/Umukecuru,Ndakorora kandi numva abantu bose bo mu mudugudu bafite nk’ibi.,,ROUTINE
2542,child + burn + came after four days,Carer,Umwana,Umwana yarashye ariko twaje hashize iminsi ine.,,URGENT
2543,woman + discharge + partner refuses to be seen,Self,Umuntu mukuru,Mfite ibintu biva mu gitsina kandi uwo tubana yanga kuza kwisuzumisha.,,ROUTINE
2544,man + chest pain + came by bus from another district,Self,Umuntu mukuru,Ndababara mu gatuza kandi naje muri bisi mvuye mu kandi karere.,,URGENT
2545,baby + jaundice + mother says it is the sun,Carer,Impinja,Uruhinja rufite umuhondo ariko nyina avuga ko ari izuba.,,URGENT
2546,child + not eating + family has little food,Carer,Umwana,Umwana ntabwo arya kandi mu rugo dufite ibyo kurya bike.,,URGENT
2547,woman + bleeding + fasted before coming,Self,Umuntu mukuru,Ndava amaraso kandi nari nziye mbere yo kuza.,,URGENT
2548,old woman + wound + hid it from the family,Self,Umusaza/Umukecuru,Mfite igisebe ariko nagihishe umuryango wanjye.,,ROUTINE
2549,man + vomiting + has not told anyone he drinks,Self,Umuntu mukuru,Ndakomeza kuruka kandi nta muntu nabwiye ko nywa inzoga.,,ROUTINE
2550,pregnant + no antenatal visits at all,Self,Ingimbi/Umwangavu,Ndatwite kandi nta na rimwe nigeze njya kwisuzumisha inda.,,ROUTINE
2551,a swelling in the armpit + no pain + two months,Self,Umuntu mukuru,Mfite akabyimba mu kwaha katambabaza kandi maze amezi abiri.,,ROUTINE
2552,child + one side of the chest moves less,Carer,Umwana,"Iyo umwana ahumeka, uruhande rumwe rw’igituza rugenda gake kurusha urundi.",,URGENT
2553,woman + a hard area in the breast + not round,Self,Umuntu mukuru,Mfite ahantu hakomeye mu ibere kandi si akabyimba kazengurutse.,,ROUTINE
2554,man + the wound is deeper than it looks,Self,Umuntu mukuru,Igisebe cyanjye ni kinini imbere kurusha uko kigaragara inyuma.,,URGENT
2555,old man + pain that does not match the injury,Self,Umusaza/Umukecuru,Ububabare mfite burakabije kurusha uko igikomere gisa.,,URGENT
2556,baby + the belly is full but the nappy is dry,Carer,Impinja,Inda y’uruhinja irabyimbye ariko diaper irumye nta nkari.,,URGENT
2557,child + fever that only comes at night,Carer,Umwana,Umwana agira umuriro nijoro gusa.,,ROUTINE
2558,woman + the pain went but the swelling stayed,Self,Umuntu mukuru,Ububabare bwarashize ariko kubyimba biracyahari.,,ROUTINE
2559,man + a bruise with no remembered injury,Self,Umuntu mukuru,Mfite ikimenyetso cy’ubururu kandi sinibuka aho nakomeretse.,,ROUTINE
