id,cue,reporter,age_group,text_kw,author,label,annotator,validated_by,register
2813,Umwana arakorora kuva ishuri risizwe irangi,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2814,Numva mfite intege nke nyuma yo kumara umunsi ntanywa amazi,Self,Umusaza/Umukecuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2815,"Uruhinja rurira, rugahita rureka, rukongera kurira",Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2816,Uruhu rurandya cyane nyuma yo kwiyuhagira,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2817,Ububabare buragabanuka iyo nkoresheje igitambaro gishyushye,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2818,Umwana yarabyimbye nyuma yo guhabwa urukingo umwaka ushize,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2819,Ndababara ku rutugu kandi ububabare bukagera ku kuboko,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2820,Natangiye kuva amaraso nyuma yo kugabanya konsa,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2821,Mfite igisebe umuvuzi gakondo yansatuye akoresheje urwembe,Self,Umuntu mukuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2822,Umwana afite umuriro kandi ijisho rimwe ryarabyimbye,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2823,Natangiye kubabara nyuma yo guterura umwana mukuru,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2824,"Sinshobora kwihagarika mpagaze, ariko nicaye ndabishobora",Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2825,Mfite kubyimba kwaje nyuma yo kurumwa n’agakoko nijoro,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2826,Uruhinja ruronka ariko ntirumira neza,Carer,Impinja,,,URGENT,"single, non-clinician, the paper's author",NONE,
2827,Ndababara ukuguru ku buryo bintera kubyuka gusa,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2828,Umwana yagize umuriro watangiranye no kubabara umuhogo,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2829,Mfite igisebe ku kuguru kandi isazi ziragikikiza,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2830,Mfite akabyimba mu ijosi kaje mfite ibicurane,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2831,Maze igihe mbura umwuka kuva inzu yacu yatewe n’amazi,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2832,Umwana yatangiye kugenda acumbagira nyuma yo kubabara umuhogo,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2833,Ndababara iyo umwana ankandagiye ku mbavu,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2834,Mfite igisebe ku itako kitigeze gikira,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2835,Nta sensation mfite ku ntoki ebyiri za nyuma gusa,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2836,Uruhinja ntirufunga ijisho rimwe neza,Carer,Impinja,,,URGENT,"single, non-clinician, the paper's author",NONE,
2837,Ndababara ku rutugu kuva naraye hanze,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2838,Umwana afite umuriro kandi amaboko yombi yarabyimbye,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2839,Natangiye kugira intege nke nyuma yo gutangira iyo miti,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2840,Natangiye gukorora mu kwezi kwa nyuma ko gutwita,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2841,Mfite kubyimba kubabaza iyo ikirere gihindutse,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2842,Umwana ntashaka gufungura ijisho rimwe mu gitondo,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2843,Ndababara iyo uruhago rwanjye rwuzuye,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2844,Mfite ibintu biva mu gitsina byatangiye nyuma y’urugendo rurerure,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2845,Uruhu rw’uruhinja ruhinduka utudomo iyo hakonje,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2846,Inkorora iragabanuka iyo nicaye negamiye imbere,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2847,Umwana afite kubyimba mu rwasaya kandi iryinyo riranyeganyega,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2848,Umwana natangiye kumva atanyeganyega cyane nyuma yo kugira ubwoba,Self,Umuntu mukuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2849,Natangiye kubabara nyuma yo guhabwa urukingo,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2850,Ukuboko kumwe kurabyimba iyo nteruye umwana,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2851,Yahumye amaso yombi gitunguranye kandi bakeka ko yaba yanyoye methanol,Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2852,Umwana yatangiye kubyimba umuhogo gitunguranye nyuma yo gufata umuti,Carer,Umwana,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2853,Afite ububabare bukabije kandi inda yarakomeye nyuma yo kugwa,Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2854,Afite iminwa yagiye ubururu kandi ntashobora kugenda ngo agere ku muryango,Carer,Umusaza/Umukecuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2855,"Uruhinja rurakonje kandi ntirinyeganyega, twaruzanye turupfunyitse",Carer,Impinja,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2856,Afite amaraso menshi ava mu kanwa nyuma yo gukubitwa,Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2857,Umwana ijosi rirakomeye kandi ntashaka kureba urumuri,Carer,Umwana,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2858,"Afashwe n’ibinya, aratwite kandi ntabwo yari asanzwe yivuriza hano",Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2859,Afite ububabare bukabije mu mugongo bwatangiye gitunguranye kandi ntashobora guhagarara,Carer,Umusaza/Umukecuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2860,Yabyimbye mu maso no mu muhogo nyuma yo kurya ubunyobwa,Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2861,Umwana yatwitswe mu gatuza no ku maboko yombi,Carer,Umwana,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2862,Afite kuva amaraso menshi kandi yazimiye mu murongo w’abarwayi,Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2863,Afite igisebe mu ijosi kandi ari kugifatiraho umwenda,Carer,Ingimbi/Umwangavu,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2864,Ntabasha kwihagarika kuva hashize iminsi ibiri kandi arababara cyane,Carer,Umusaza/Umukecuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2865,"Uruhinja rwarafashwe n’ibinya, rurashyushye cyane kandi twaruvanye kure",Carer,Impinja,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2866,Umwana yanyoye aside ya batiri,Carer,Umwana,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2867,Twabonye ururenda rw’umwana ruzengurutse umwana turi mu rugo,Carer,Umuntu mukuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2868,"Afite ububabare bukabije mu gatuza, araruka kandi yabaye umuhondo",Carer,Umusaza/Umukecuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2869,Umukecuru yaraguye kandi ava amaraso mu gutwi,Carer,Umusaza/Umukecuru,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2870,Umwana ntahumeka neza nyuma yo kuniga ku bishyimbo,Carer,Umwana,,,CRITICAL,"single, non-clinician, the paper's author",NONE,
2871,Naje gukora isuzuma rya kanseri y’inkondo y’umura ry’umwaka,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2872,Naje gupima umuvuduko w’amaraso muri gahunda yo gupima abantu,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2873,Naje gupima ibiro by’uruhinja muri gahunda y’icyumweru cy’imirire,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2874,Naje gukora isuzuma ry’amaso muri gahunda y’isuzuma ry’amaso,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2875,Naje gupima niba ntwite mbere yo gukora urugendo,Self,Ingimbi/Umwangavu,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2876,Naje kwipimisha ndi kumwe n’umufasha wanjye,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2877,Umwana aje gukora isuzuma ry’ubuzima ku ishuri,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2878,Naje gupima diabete muri gahunda yo kuyipima,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2879,Naje gutangira gukurikirana inda hakiri kare,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2880,Naje gukora isuzuma ry’ubuzima mbere yo gutangira akazi,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2881,Naje gupima ikura ry’uruhinja rufite amezi atandatu,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2882,Naje gusuzumisha ibere nyuma y’inyigisho twahawe,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2883,Naje kubaza ibijyanye no kubagwa kw’abagabo kugira ngo batabyara,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2884,Naje gusuzumisha ubuzima bw’amagufwa,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2885,Naje guhabwa inama mbere yo gushyingirwa,Self,Ingimbi/Umwangavu,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2886,Naje nyuma y’uko isuzuma ryakorewe abaturage hagize ikintu basanga,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2887,Umwana aje muri gahunda yo gukingira iseru,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2888,Naje guhabwa inama ku kuboneza urubyaro gusa,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2889,Naje gukora isuzuma ry’umwaka nubwo nta kibazo mfite,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2890,Naje kubaza ibijyanye na gahunda nshya y’ubuzima,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2891,Umubiri wose urambabaza kuva nagira umuriro ukwezi gushize,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2892,Sinshobora kwihanganira impumuro y’ibiryo,Self,Ingimbi/Umwangavu,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2893,Mfite igisebe ku kuboko ariko aho hantu nta sensation mfite,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2894,Ububabare buntera kutabasha gusenga,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2895,Uruhinja rwarabyimbye igihe amenyo yatangiraga kumera,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2896,Ndababara iyo ndyamye ngaramye gusa,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2897,Ukuboko numva kuremereye ariko ntikumbabaza,Self,Umuntu mukuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2898,Inkorora yanjye ikangura abantu bose mu rugo,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2899,Umwana afite igisebe ku munwa kiguma gifunguka,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2900,Mfite kubyimba inyuma y’ivi nyuma yo kumara umwanya mpagaze,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2901,Ndababara cyane hanyuma ububabare bugahita bushira,Self,Umuntu mukuru,,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,
2902,Iyo mfashe uruhu rwanjye ruraguma ruzamutse ntiruhite rusubira,Self,Umusaza/Umukecuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2903,Umwana afite umuriro kandi amaboko arakonje,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2904,Mfite igisebe ku gatsinsino cyatewe n’inkweto,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2905,Mfite akabyimba kaje nyuma yo guhagarika konsa,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2906,Ahantu horoshye ku mutwe w’uruhinja uyu munsi haratandukanye n’uko byari bisanzwe,Carer,Impinja,,,URGENT,"single, non-clinician, the paper's author",NONE,
2907,Ndababara mu nyana y’ukuguru nyuma yo kumara umunsi nicaye,Self,Umuntu mukuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2908,Umwana yanga kumira ikintu cyose,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2909,Mfite kubyimba mu nda kwaje vuba,Self,Umusaza/Umukecuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2910,Ndababara iyo nituma nkiri gutwita,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2911,Mfite igisebe cyaje nyuma yo kogosha umutwe,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2912,Umwana urutugu rumwe ruri hejuru y’urundi,Carer,Ingimbi/Umwangavu,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2913,Umutwe wanjye uranyeganyega,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2914,Numva ndimo kuribwa no gushya iyo ngenda urugendo rurerure,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2915,Uruhinja rwanga kuryama rugaramye,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2916,Mfite igisebe imbwa yarigishwe,Self,Umuntu mukuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2917,Umwana yari afite kubyimba ku itama rimwe none kwagiye ku rindi,Carer,Umwana,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2918,Ndababara mu gatuza iyo hakonje,Self,Umusaza/Umukecuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2919,Mfite ibiheri aho umwambaro w’umwenda umpfatira,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2920,Ukuboko kumwe gusa ni ko kwabyimbye,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2921,Sinshobora gutandukanya ubushyuhe n’ubukonje iyo nkoze ku kintu,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2922,Umwana afite akabyimba mu nda numvise igihe yakinaga,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2923,Natangiye gukorora nyuma yo kunigwa,Self,Umusaza/Umukecuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2924,Ububabare burushaho kuba bwinshi iyo maze umwanya nicaye,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2925,Uruhinja rufite ibiheri mu mapfundo y’ijosi,Carer,Impinja,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2926,Mfite igisebe nishyizemo igisebe ndagiturika,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
2927,Umwana afite umuriro kandi arababara iyo yihagarika,Carer,Umwana,,,URGENT,"single, non-clinician, the paper's author",NONE,
2928,Ukuboko kwanjye kwarabyimbye nyuma yo guhabwa umuti unyuze mu rushinge,Self,Umusaza/Umukecuru,,,URGENT,"single, non-clinician, the paper's author",NONE,
2929,Ndababara cyane iyo uruhago rwanjye ruba rutarimo inkari,Self,Umuntu mukuru,,,ROUTINE,"single, non-clinician, the paper's author",NONE,
